Lokalitet,Distrikt,LNR,Family,Taxon,Dato,Leg,Det,Coll,Note,DateDay,DateMonth,DateYear,YKoord,XKoord,GI,Genstand,Lat,Lng
Nørreballe,LFM,29204,Staphylinidae,Phloeopora bernhaueri,13041984,GP,GP,GP,jfr. 6. tillæg,13,4,1984,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,6566,Scraptiidae,Anaspis flava,07061978,VM,VM,VM,,7,6,1978,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,34748,Dytiscidae,Agabus chalconatus,17081976,VM,VM,VM,han,17,8,1976,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,36948,Leiodidae,Ptomaphagus subvillosus,28081976,,JP,ZM,,28,8,1976,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,2249,Silvanidae,Oryzaephilus surinamensis,17081976,VM,VM,VM,,17,8,1976,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,26465,Staphylinidae,Gyrophaena hanseni,04061979,GP,GP,GP,,4,6,1979,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,907,Byrrhidae,Porcinolus murinus,21061974,GP,GP,GP,jfr. 4 tillæg,21,6,1974,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,26487,Staphylinidae,Gyrophaena williamsi,26091980,GP,GP,GP,jfr. 6. tillæg,26,9,1980,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,9811,Chrysomelidae,Bromius obscurus,23051975,GP,GP,GP,,23,5,1975,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,1622,Nitidulidae,Epuraea binotata,04061978,VM,VM,VM,han,4,6,1978,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,6147,Salpingidae,Rabocerus foveolatus,05061980,VM,VM,VM,han,5,6,1980,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,41299,Staphylinidae,Oxypoda haemorrhoa,03061979,GP,GP,GP,,3,6,1979,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,22835,Staphylinidae,Stenus impressus,07111975,MH,MH,MH,,7,11,1975,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,27048,Staphylinidae,Schistoglossa aubei,23041978,GP,GP,GP,,23,4,1978,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,1743,Nitidulidae,Epuraea pallescens,17081978,MH,MH,MH,som florea,17,8,1978,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,14530,Curculionidae,Comasinus setiger,05061983,MH,MH,MH,,5,6,1983,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,7204,Tenebrionidae,Tribolium castaneum,17081978,SK,SK,SK,,17,8,1978,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,36882,Silphidae,Silpha tristis,18061983,SK,SK,SK,,18,6,1983,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,34198,Dytiscidae,Hygrotus versicolor,08071976,Holmen,Holmen,ZM,,8,7,1976,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,16411,Curculionidae,Rhynchaenus rufus,05061983,MH,MH,MH,,5,6,1983,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,38829,Ptiliidae,Acrotrichis sericans,27051979,GP,GP,GP,,27,5,1979,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,22593,Staphylinidae,Stenus latifrons,05041980,VM,VM,,notat!,5,4,1980,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,37960,Clambidae,Clambus punctulum,13081978,MH,MH,MH,,13,8,1978,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,1523,Nitidulidae,Nitidula carnaria,19031975,GP,GP,GP,,19,3,1975,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,12539,Curculionidae,Trachyphloeus bifoveolatus,27051974,GP,GP,GP,,27,5,1974,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,12869,Curculionidae,Tropiphorus elevatus,11051974,GP,GP,GP,,11,5,1974,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,4055,Bothrideridae,Anommatus duodecimstriatus,21051978,GP,GP,GP,jfr. 5. tillæg,21,5,1978,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,37289,Leiodidae,Catops subfuscus,09091976,GP,GP,GP,jfr. 5. tillæg,9,9,1976,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,36519,Hydrophilidae,Enochrus quadripunctatus,16081978,MH,MH,MH,,16,8,1978,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,32911,Carabidae,Stomis pumicatus,18061983,SK,SK,SK,,18,6,1983,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,3184,Cryptophagidae,Atomaria pusilla,09041977,GP,GP,GP,,9,4,1977,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,38840,Ptiliidae,Acrotrichis dispar,27051979,GP,GP,GP,,27,5,1979,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,22934,Staphylinidae,Paederidus ruficollis,25041975,GP,GP,GP,jfr. 5. tillæg,25,4,1975,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,37652,Leiodidae,Leiodes ferruginea,07061978,VM,VM,VM,,7,6,1978,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,27103,Staphylinidae,Callicerus rigidicornis,19051979,VM,VM,VM,hun,19,5,1979,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,40238,Histeridae,Atholus bimaculatus,08051975,OVJ,OVJ,OVJ,,8,5,1975,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,5861,Cryptophagidae,Micrambe bimaculata,09061982,GP,GP,GP,,9,6,1982,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,21823,Staphylinidae,Bledius dama,06061978,VM,VM,VM,han,6,6,1978,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,28995,Staphylinidae,Alevonota rufotestacea,12061987,MH,MH,MH,,12,6,1987,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,23715,Staphylinidae,Neobisnius procerulus,06061978,VM,VM,VM,,6,6,1978,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,25112,Staphylinidae,Quedius lucidulus,07051975,,JP,ZM,,7,5,1975,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,7259,Tenebrionidae,Alphitobius diaperinus,30051982,GP,GP,GP,jfr. 6. tillæg,30,5,1982,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,9998,Chrysomelidae,Chrysolina varians,18061983,SK,SK,SK,,18,6,1983,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,27917,Staphylinidae,Atheta liliputana,23061978,GP,GP,GP,jfr. 5. tillæg,23,6,1978,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,25145,Staphylinidae,Quedius semiaeneus,28051976,GP,GP,GP,,28,5,1976,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,12418,Curculionidae,Phyllobius oblongus,11051974,GP,GP,GP,,11,5,1974,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,33901,Haliplidae,Haliplus obliquus,15041976,VM,VM,VM,,15,4,1976,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,1655,Nitidulidae,Epuraea rufomarginata,27051974,GP,GP,GP,,27,5,1974,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,14563,Curculionidae,Coeliodes erythroleucos,05061983,MH,MH,MH,,5,6,1983,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,19128,Phloiophilidae,Phloiophilus edwardsii,10111979,VM,VM,VM,,10,11,1979,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,24298,Staphylinidae,Philonthus micans,13081978,MH,MH,MH,han,13,8,1978,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,5045,Ciidae,Cis hispidus,03081977,,MH,ZM,,3,8,1977,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,35881,Helophoridae,Helophorus granularis,15081978,MH,MH,MH,,15,8,1978,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,37091,Leiodidae,Choleva jeanneli,18041986,GP,GP,GP,,18,4,1986,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,37696,Leiodidae,liocyrtusa vittata,07061978,GP/VM,GP/VM,GP/VM,jfr. 5. tillæg,7,6,1978,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,1688,Nitidulidae,Epuraea unicolor,08051975,OVJ,OVJ,OVJ,,8,5,1975,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,38785,Ptiliidae,Acrotrichis grandicollis,27051979,GP,GP,GP,,27,5,1979,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,15938,Curculionidae,Ellescus scanicus,08041977,MH,MH,MH,,8,4,1977,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,31118,Carabidae,Bembidion  varium,16081978,SK,SK,SK,,16,8,1978,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,33912,Haliplidae,Haliplus confinis,22051976,Holmen,Holmen,ZM,,22,5,1976,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,25992,Staphylinidae,Cypha longicornis,07061978,VM,VM,VM,han,7,6,1978,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,35023,Dytiscidae,Ilybius subaeneus,15081978,MH,MH,MH,,15,8,1978,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,19249,Cleridae,Tillus elongatus,17081978,MH,MH,MH,,17,8,1978,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,15036,Curculionidae,Ceutorhynchus melanostictus,05061983,MH,MH,MH,,5,6,1983,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,3173,Cryptophagidae,Atomaria fuscipes,09041977,GP,GP,GP,,9,4,1977,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,36222,Hydrophilidae,Cercyon pygmaeus,13081978,MH,MH,MH,,13,8,1978,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,34517,Dytiscidae,Hydroporus memnonius,13081978,MH,MH,MH,,13,8,1978,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,29809,Staphylinidae,Oxypoda exolet,19051979,VM,VM,VM,hun,19,5,1979,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,12187,Curculionidae,Otiorhynchus rugosostriatus,05061983,MH,MH,MH,,5,6,1983,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,25211,Staphylinidae,Heterothops stiglundbergi,05041980,GP,GP,GP,jfr. 6. tillæg,5,4,1980,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,31646,Carabidae,Trechus discus,29081976,,JP,ZM,,29,8,1976,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,4407,Latridiidae,Dienerella filiformis,19101976,VM,VM,VM,,19,10,1976,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,13573,Curculionidae,Magdalis armigera,12061974,MH,mH,MH,,12,6,1974,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,36849,Silphidae,Dendroxena quadrimaculata,05061983,MH,MH,MH,,5,6,1983,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,7831,Scarabaeidae,Aphodius ictericus,15081978,SK,SK,SK,,15,8,1978,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,28335,Staphylinidae,Atheta incognita,07051975,,MH,ZM,han,7,5,1975,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,35089,Dytiscidae,Rhantus grapii,22051976,Holmen,Holmen,ZM,,22,5,1976,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,37619,Leiodidae,Leiodes gallica,13081976,GP,GP,GP,jfr. 5. tillæg,13,8,1976,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,37036,Leiodidae,Choleva oblonga,18101976,VM,VM,VM,han,18,10,1976,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,4352,Latridiidae,Latridius anthracinus,02111975,GP,GP,GP,,2,11,1975,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,14277,Curculionidae,Dorytomus tortrix,05061983,MH,MH,MH,,5,6,1983,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,33989,Haliplidae,Haliplus immaculatus,22051976,Holmen,Holmen,Holmen,,22,5,1976,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,39017,Ptiliidae,Acrotrichis fascicularis,04061978,GP,GP,GP,,4,6,1978,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,37278,Leiodidae,Catops tristis,11061978,VM,VM,VM,,11,6,1978,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,16510,Curculionidae,Rhynchaenus salicis,06071975,MH,MH,MH,,6,7,1975,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,11263,Chrysomelidae,Crepidodera aurea,18061983,SK,SK,SK,,18,6,1983,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,4077,Cerylonidae,Cerylon histeroides,18061983,SK,SK,SK,,18,6,1983,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,26982,Staphylinidae,Gnypeta carbonaria,16081978,MH,MH,MH,han,16,8,1978,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,33395,Carabidae,Agonum viduum,13081978,MH,MH,MH,,13,8,1978,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,36486,Hydrophilidae,Enochrus melanocephalus,15081978,MH,MH,MH,,15,8,1978,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,4550,Coccinellidae,Scymnus femoralis,05061983,MH,MH,MH,hun,5,6,1983,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,12132,Anthribidae,Choragus sheppardi,23061974,GP,GP,GP,,23,6,1974,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,26333,Staphylinidae,Oligota pusillima,25041975,GP,GP,GP,,25,4,1975,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,39237,Staphylinidae,Euplectus signatus,14051976,GP,GP,GP,,14,5,1976,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,21504,Staphylinidae,Aploderus caesus,18061976,GP,GP,GP,jfr. 5. tillæg,18,6,1976,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,26069,Staphylinidae,Cypha pulicaria,14051976,GP,GP,GP,,14,5,1976,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,21251,Staphylinidae,Manda mandibularis,07061978,VM,VM,VM,han,7,6,1978,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,39897,Histeridae,Gnathoncus rotundatus,08051975,VM,VM,VM,han,8,5,1975,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,24782,Staphylinidae,Quedius truncicola,14071976,GP,GP,GP,,14,7,1976,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,10339,Chrysomelidae,Phratora laticollis,05061983,MH,MH,MH,,5,6,1983,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,34044,Haliplidae,Haliplus flavicollis,22051976,Holmen,Holmen,ZM,,22,5,1976,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,6191,Salpingidae,Salpingus ruficollis,12061974,MH,MH,SK,,12,6,1974,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,9943,Chrysomelidae,Chrysolina brunsvicensis,12061976,GP,GP,GP,,12,6,1976,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,6786,Melandryidae,Melandrya dubia,18061983,SK,SK,SK,,18,6,1983,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,11285,Chrysomelidae,Crepidodera aurata,18061984,SK,SK,SK,,18,6,1984,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,37674,Leiodidae,Leiodes gyllenhalii,17081978,MH,MH,MH,,17,8,1978,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,34308,Dytiscidae,Hydroporus angustatus,15081978,MH,MH,MH,,15,8,1978,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,12825,Curculionidae,Liophloeus tessulatus,19051974,GP,GP,GP,,19,5,1974,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,32383,Carabidae,Bradycellus harpalinus,20081978,SK,SK,SK,,20,8,1978,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,40216,Histeridae,Margarinotus ventralis,07071975,MH,MH,MH,,7,7,1975,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,6004,Oedemeridae,Ischnomera cinerascens,05061983,MH,MH,MH,,5,6,1983,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,28467,Staphylinidae,Atheta fungivora,24101975,GP,GP,GP,,24,10,1975,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,9360,Chrysomelidae,Zeugophora subspinosa,18061983,SK,SK,SK,,18,6,1983,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,17786,Curculionidae,Scolytus rugulosus,07051975,GP,GP,GP,,7,5,1975,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,8568,Cerambycidae,Leptura melanura,1970-1979,VM,vM,VM,,NA,NA,NA,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,38928,Ptiliidae,Acrotrichis arnoldi,24081978,GP,GP,GP,jfr. 5. tillæg,24,8,1978,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,18083,Curculionidae,Lymantor coryli,07061978,VM,VM,VM,,7,6,1978,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,23396,Staphylinidae,Lathrobium pallidum,19051979,VM,VM,VM,han,19,5,1979,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,32757,Carabidae,Amara  bifrons,16081978,SK,SK,SK,,16,8,1978,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,14321,Curculionidae,Dorytomus dejeani,12061974,MH,MH,MH,,12,6,1974,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,13793,Curculionidae,Pselactus spadix,12061974,MH,MH,MH,,12,6,1974,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,16587,Curculionidae,Rhamphus pulicarius,20071986,EP,EP,EP,,20,7,1986,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,12275,Curculionidae,Otiorhynchus ovatus,06061974,GP,GP,GP,,6,6,1974,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,21317,Staphylinidae,Thinodromus arcuatus,12071978,GP,GP,GP,,12,7,1978,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,40739,Staphylinidae,Phyllodrepa nigra,14041976,GP,GP,GP,,14,4,1976,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,8271,Lucanidae,Platycerus caraboides,12061974,Mh,MH,MH,,12,6,1974,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,544,Heteroceridae,Heterocerus fenestratus,15081978,MH,MH,MH,,15,8,1978,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,36200,Hydrophilidae,Cercyon quisquilius,15081978,MH,MH,MH,,15,8,1978,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,10438,Chrysomelidae,Pyrrhalta viburni,17081978,SK,SK,SK,,17,8,1978,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,21570,Staphylinidae,Oxytelus piceus,1975-1985,GP,GP,,notat!,NA,NA,NA,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,28060,Staphylinidae,Atheta picipes,31081975,GP,GP,GP,,31,8,1975,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,38939,Ptiliidae,Acrotrichis intermedia,05041980,VM,VM,,notat!,5,4,1980,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,27961,Staphylinidae,Atheta glabricula,24041978,GP,GP,GP,jfr. 5. tillæg,24,4,1978,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,26377,Staphylinidae,Encephalus complicans,ca. 1980,VM,VM,,notat!,NA,NA,1980,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,20415,Staphylinidae,Micropeplus fulvus,19011975,GP,GP,GP,,19,1,1975,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,3030,Cryptophagidae,Atomaria ornata,07051975,,MH,ZM,,7,5,1975,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,18006,Curculionidae,Crypturgus pusillus,30031975,GP,GP,GP,,30,3,1975,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,28379,Staphylinidae,Atheta hypnorum,07061978,VM,VM,VM,han,7,6,1978,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,35155,Dytiscidae,Rhantus exsoletus,22051976,Holmen,Holmen,ZM,,22,5,1976,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,37102,Leiodidae,Choleva elongata,15041976,GP,GP,GP,,15,4,1976,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,33252,Carabidae,Laemostenus terricola,12061974,MH,MH,MH,,12,6,1974,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,26762,Staphylinidae,Bolitochara obliqua,02071980,GP,GP,GP,jfr. 6. tillæg,2,7,1980,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,11142,Chrysomelidae,Hermaeophaga mercurialis,18061983,SK,SK,SK,,18,6,1983,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,21592,Staphylinidae,Oxytelus migrator,31071978,GP,GP,GP,jfr. 5. tillæg,31,7,1978,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,29380,Staphylinidae,Amarochara forticornis,18061983,MH,MH,MH,,18,6,1983,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,37498,Leiodidae,Leiodes rugosa,06111977,GP,GP,GP,,6,11,1977,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,29908,Staphylinidae,Oxypoda brachyptera,07051978,GP,GP,GP,,7,5,1978,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,12242,Curculionidae,Otiorhynchus singularis,06061974,GP,GP,GP,,6,6,1974,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,12066,Anthribidae,Enedreytes sepicola,21051978,GP,GP,JP,,21,5,1978,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,17511,Rhynchitidae,Byctiscus populi,19051974,GP,GP,GP,jfr. 4. tillæg,19,5,1974,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,37245,Leiodidae,Catops neglectus,07061978,VM,VM,VM,han,7,6,1978,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,36827,Silphidae,Aclypea opaca,12061974,MH,MH,MH,,12,6,1974,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,32801,Carabidae,Amara  apricaria,15081978,SK,SK,SK,,15,8,1978,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,12099,Anthribidae,Anthribus nebulosus,05061983,MH,MH,MH,,5,6,1983,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,4066,Cerylonidae,Cerylon fagi,05041980,VM,VM,,notat!,5,4,1980,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,11395,Chrysomelidae,Chaetocnema aridula,14041974,GP,GP,GP,,14,4,1974,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,9052,Cerambycidae,Oberea linearis,17071974,FB,FB,FB,,17,7,1974,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,26091,Staphylinidae,Cypha seminulum,05061978,VM,VM,VM,"han !
?  pulicarius",5,6,1978,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,9239,Chrysomelidae,Donacia semicuprea,11081979,GP,GP,GP,,11,8,1979,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,27323,Staphylinidae,Philhygra botildae,ca. 1978,GP,GP,GP,,NA,NA,1978,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,11758,Chrysomelidae,Cassida flaveola,17081978,SK,SK,SK,,17,8,1978,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,15388,Curculionidae,Eubrychius velutus,20051977,GP,GP,GP,,20,5,1977,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,15817,Curculionidae,Curculio venosus,05061983,MH,MH,MH,,5,6,1983,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,621,Dermestidae,Dermestes lardarius,12061974,,SK,SK,,12,6,1974,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,37223,Leiodidae,Catops morio,17081976,VM,VM,VM,hun,17,8,1976,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,36772,Silphidae,Necrodes littoralis,27051977,GP,GP,GP,,27,5,1977,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,29996,Staphylinidae,Thiasophila inquilina,1975-1980,GP,GP,,notat!,NA,NA,NA,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,22868,Staphylinidae,Stenus ludyi,05041980,VM,VM,VM,hun,5,4,1980,6076147,656190,1,10,11.430330386978804,54.808116866072574
Nørreballe,LFM,10757,Chrysomelidae,Aphthona atrocaerulea,20101979,GP,MH,MH,,20,10,1979,6076147,656190,1,10,11.430330386978804,54.808116866072574
